;id;;lat;;lng;
mark0;15235705;mark1;44.53441;mark2;0.15027;mark3
mark0;15243441;mark1;44.40262;mark2;0.70191;mark3
mark0;15249021;mark1;44.20863;mark2;1.18079;mark3
mark0;15265938;mark1;44.99433;mark2;-0.44562;mark3
mark0;15267774;mark1;43.61811;mark2;1.46166;mark3
mark0;15307586;mark1;44.5195;mark2;0.30132;mark3
mark0;15308854;mark1;44.01155;mark2;1.3623;mark3
mark0;15315272;mark1;49.38047;mark2;1.00316;mark3
mark0;15318582;mark1;44.01728;mark2;1.35454;mark3
mark0;15319993;mark1;43.80286;mark2;1.99967;mark3
mark0;15321413;mark1;49.38137;mark2;1.00418;mark3
mark0;15334307;mark1;44.19628;mark2;1.84099;mark3
mark0;15338237;mark1;44.72673;mark2;1.1468;mark3
mark0;15340764;mark1;44.28331;mark2;1.84261;mark3
mark0;15347734;mark1;44.68356;mark2;1.25301;mark3
mark0;15351226;mark1;44.72513;mark2;1.14909;mark3
mark0;15370532;mark1;44.00207;mark2;1.89727;mark3
mark0;15386928;mark1;43.93322;mark2;0.62415;mark3
mark0;15395442;mark1;44.33648;mark2;1.64211;mark3
mark0;15419676;mark1;44.34493;mark2;0.11282;mark3
mark0;15420181;mark1;43.68526;mark2;1.41298;mark3
mark0;15420649;mark1;43.724;mark2;1.3882;mark3
mark0;15432292;mark1;44.89639;mark2;-0.02238;mark3
mark0;15439775;mark1;43.62739;mark2;1.46946;mark3
mark0;15446948;mark1;43.39919;mark2;1.68872;mark3
mark0;15449242;mark1;44.15246;mark2;1.84356;mark3
mark0;15465166;mark1;45.67361;mark2;0.12702;mark3
mark0;15467339;mark1;43.71132;mark2;1.32312;mark3
mark0;15473402;mark1;43.50312;mark2;1.50359;mark3
mark0;15474802;mark1;44.38811;mark2;0.81621;mark3
mark0;15475743;mark1;44.38988;mark2;0.8152;mark3
mark0;15477380;mark1;43.94651;mark2;1.82752;mark3
mark0;15478823;mark1;48.2154;mark2;-3.13958;mark3
mark0;15479263;mark1;48.2183;mark2;-3.13267;mark3
mark0;15479307;mark1;44.38995;mark2;0.81446;mark3
mark0;15479684;mark1;44.38851;mark2;0.81544;mark3
mark0;15479984;mark1;44.3882;mark2;0.81635;mark3
mark0;15491560;mark1;49.35295;mark2;0.91402;mark3
mark0;15491601;mark1;44.89657;mark2;-0.02244;mark3
mark0;15493289;mark1;43.80692;mark2;1.69983;mark3
mark0;15494013;mark1;44.80322;mark2;0.21484;mark3
mark0;15504991;mark1;44.89664;mark2;-0.02129;mark3
mark0;15508376;mark1;44.90168;mark2;-0.46202;mark3
mark0;15518832;mark1;43.93334;mark2;0.62206;mark3
mark0;15519169;mark1;44.13031;mark2;1.79724;mark3
mark0;15525003;mark1;43.67955;mark2;1.53104;mark3
mark0;15532407;mark1;43.89942;mark2;1.89869;mark3
mark0;15540374;mark1;43.99204;mark2;1.71027;mark3
mark0;15540444;mark1;43.45656;mark2;1.3887;mark3
mark0;15542381;mark1;44.29736;mark2;1.23842;mark3
mark0;15544592;mark1;45.78288;mark2;0.18466;mark3
mark0;15548235;mark1;43.64319;mark2;1.52272;mark3
mark0;15561758;mark1;43.95746;mark2;1.22159;mark3
mark0;15575306;mark1;43.884;mark2;1.051;mark3
mark0;15575581;mark1;43.96319;mark2;1.33442;mark3
mark0;15580139;mark1;44.41311;mark2;2.08498;mark3
mark0;15626126;mark1;44.286;mark2;0.86;mark3
mark0;15626728;mark1;44.09802;mark2;1.24834;mark3
mark0;15628104;mark1;44.80298;mark2;0.2162;mark3
mark0;15633607;mark1;43.90396;mark2;0.70574;mark3
mark0;15643419;mark1;44.4399;mark2;1.44434;mark3
mark0;15645142;mark1;43.84977;mark2;0.66402;mark3
mark0;15645301;mark1;43.49557;mark2;1.56571;mark3
mark0;15645443;mark1;43.85064;mark2;0.66566;mark3
mark0;15646025;mark1;43.3608;mark2;1.44169;mark3
mark0;15651117;mark1;44.234;mark2;2.117;mark3
mark0;15655686;mark1;43.80884;mark2;1.69996;mark3
mark0;15669752;mark1;44.01752;mark2;1.35292;mark3
mark0;15671207;mark1;43.80792;mark2;1.70175;mark3
mark0;15674552;mark1;43.86922;mark2;1.51192;mark3
mark0;15696491;mark1;44.14405;mark2;0.82044;mark3
mark0;15699591;mark1;44.80243;mark2;0.21481;mark3
mark0;15712034;mark1;44.21912;mark2;2.20555;mark3
mark0;15713308;mark1;43.80949;mark2;0.91579;mark3
mark0;15725263;mark1;44.10187;mark2;1.77895;mark3
mark0;15727414;mark1;44.04778;mark2;1.35544;mark3
mark0;15737228;mark1;43.974;mark2;1.571;mark3
mark0;15739131;mark1;47.35287;mark2;-0.31962;mark3
mark0;15743973;mark1;43.82463;mark2;0.90136;mark3
mark0;15763892;mark1;44.744;mark2;0.07466;mark3
mark0;15776978;mark1;44.07;mark2;1.937;mark3
mark0;15777318;mark1;44.29;mark2;0.876;mark3
mark0;15778842;mark1;44.25516;mark2;1.02114;mark3
mark0;15780189;mark1;44.25486;mark2;1.02184;mark3
mark0;15783984;mark1;44.11923;mark2;0.83534;mark3
mark0;15784197;mark1;44.69407;mark2;0.05984;mark3
mark0;15812795;mark1;43.41676;mark2;1.64803;mark3
mark0;15813109;mark1;43.23736;mark2;1.48614;mark3
mark0;15815412;mark1;45.64648;mark2;0.11007;mark3
mark0;15817147;mark1;44.04214;mark2;1.85711;mark3
mark0;15824800;mark1;44.30829;mark2;2.23211;mark3
mark0;15829546;mark1;49.352;mark2;0.93;mark3
mark0;15838593;mark1;44.1843;mark2;1.38705;mark3
mark0;15838624;mark1;44.86523;mark2;-0.06696;mark3
mark0;15841451;mark1;44.3645;mark2;1.63321;mark3
mark0;15847219;mark1;44.46694;mark2;0.10195;mark3
mark0;15850496;mark1;43.85053;mark2;1.6538;mark3
mark0;15881502;mark1;43.14616;mark2;0.14952;mark3
mark0;15883736;mark1;44.43974;mark2;0.13507;mark3
mark0;15898214;mark1;45.65153;mark2;0.14623;mark3
mark0;15906911;mark1;43.5214;mark2;1.48843;mark3
mark0;15916173;mark1;43.93005;mark2;0.62072;mark3
mark0;15920495;mark1;43.43556;mark2;1.66237;mark3
mark0;15920678;mark1;43.43478;mark2;1.66195;mark3
mark0;15932548;mark1;44.18855;mark2;1.87909;mark3
mark0;15936154;mark1;43.78698;mark2;1.34227;mark3
mark0;15951155;mark1;44.26438;mark2;2.15425;mark3
mark0;15964266;mark1;44.69425;mark2;1.34844;mark3
mark0;15966019;mark1;43.9685;mark2;1.82018;mark3
mark0;15994225;mark1;43.671;mark2;1.289;mark3
mark0;16010849;mark1;44.41;mark2;0.97;mark3
mark0;16015227;mark1;43.67897;mark2;1.57986;mark3
mark0;16034443;mark1;44.02081;mark2;1.35288;mark3
mark0;16036741;mark1;44.85642;mark2;0.03851;mark3
mark0;16050214;mark1;43.89372;mark2;1.60836;mark3
mark0;16061557;mark1;48.28097;mark2;-2.97444;mark3
mark0;16074498;mark1;43.06274;mark2;0.15191;mark3
mark0;16078377;mark1;44.66908;mark2;1.23748;mark3
mark0;16082056;mark1;44.42874;mark2;0.99602;mark3
mark0;16091077;mark1;44.37362;mark2;0.82048;mark3
mark0;16093732;mark1;48.21709;mark2;-3.08408;mark3
mark0;16107548;mark1;44.7413;mark2;1.19283;mark3
mark0;16109881;mark1;44.50095;mark2;0.16003;mark3
mark0;16129905;mark1;43.85538;mark2;1.80921;mark3
mark0;16131611;mark1;44.229;mark2;1.307;mark3
mark0;16138165;mark1;44.42075;mark2;2.26804;mark3
mark0;16141314;mark1;44.8845;mark2;-0.05593;mark3
mark0;16142207;mark1;44.8852;mark2;-0.05767;mark3
mark0;16154996;mark1;45.65928;mark2;0.13555;mark3
mark0;16157770;mark1;45.65957;mark2;0.14575;mark3
mark0;16169770;mark1;48.175;mark2;-2.756;mark3
mark0;16176606;mark1;43.70452;mark2;1.46556;mark3
mark0;16182315;mark1;44.43912;mark2;0.83952;mark3
mark0;16184785;mark1;43.79269;mark2;1.41341;mark3
mark0;16185082;mark1;43.21473;mark2;1.33124;mark3
mark0;16186215;mark1;44.10098;mark2;1.08761;mark3
mark0;16200331;mark1;44.24368;mark2;0.79669;mark3
mark0;16201037;mark1;43.81621;mark2;0.9153;mark3
mark0;16203643;mark1;43.65663;mark2;1.47443;mark3
mark0;16209274;mark1;44.128;mark2;1.14411;mark3
mark0;16214869;mark1;44.59925;mark2;1.31599;mark3
mark0;16226759;mark1;44.21921;mark2;1.61108;mark3
mark0;16227049;mark1;44.34873;mark2;1.67206;mark3
mark0;16237667;mark1;44.88981;mark2;-0.47108;mark3
mark0;16248479;mark1;43.99495;mark2;2.06828;mark3
mark0;16263231;mark1;43.28536;mark2;1.57008;mark3
mark0;16264536;mark1;44.63833;mark2;1.19149;mark3
mark0;16279961;mark1;48.22923;mark2;-2.85183;mark3
mark0;16305061;mark1;43.46495;mark2;1.62541;mark3
mark0;16308164;mark1;43.64941;mark2;1.32302;mark3
mark0;16312685;mark1;43.65377;mark2;1.32573;mark3
mark0;16329499;mark1;44.87967;mark2;-0.44415;mark3
mark0;16330827;mark1;45.66649;mark2;0.15408;mark3
mark0;16330934;mark1;45.66629;mark2;0.15406;mark3
mark0;16331380;mark1;43.96137;mark2;0.70191;mark3
mark0;16332397;mark1;43.06705;mark2;0.15679;mark3
mark0;16350214;mark1;44.48505;mark2;0.18069;mark3
mark0;16360223;mark1;43.35786;mark2;1.66608;mark3
mark0;16374529;mark1;43.2151;mark2;1.33205;mark3
mark0;16391372;mark1;44.38032;mark2;0.084;mark3
mark0;16405123;mark1;44.259;mark2;0.885;mark3
mark0;16409300;mark1;44.259;mark2;0.884;mark3
mark0;16409453;mark1;44.259;mark2;0.885;mark3
mark0;16414336;mark1;44.259;mark2;0.885;mark3
mark0;16414522;mark1;44.259;mark2;0.885;mark3
mark0;16421123;mark1;43.63528;mark2;1.40071;mark3
mark0;16421433;mark1;44.88981;mark2;-0.47748;mark3
mark0;16423431;mark1;43.07932;mark2;0.05653;mark3
mark0;16496156;mark1;44.20941;mark2;2.18273;mark3
mark0;16496244;mark1;48.21791;mark2;-3.14627;mark3
mark0;16511184;mark1;43.89934;mark2;1.90319;mark3
mark0;16512266;mark1;44.31432;mark2;1.63324;mark3
mark0;16516356;mark1;43.99906;mark2;0.75635;mark3
mark0;16525790;mark1;45.64264;mark2;0.13352;mark3
mark0;16527347;mark1;48.20944;mark2;-2.98983;mark3
mark0;16528543;mark1;43.68778;mark2;0.87124;mark3
mark0;16529660;mark1;44.08785;mark2;0.77132;mark3
mark0;16542420;mark1;48.06718;mark2;-3.20619;mark3
mark0;16544488;mark1;48.0684;mark2;-3.20612;mark3
mark0;16550768;mark1;43.68282;mark2;1.31861;mark3
mark0;16551973;mark1;44.31442;mark2;1.6351;mark3
mark0;16553777;mark1;44.01748;mark2;1.3554;mark3
mark0;16563882;mark1;43.42561;mark2;1.58103;mark3
mark0;16564754;mark1;43.34588;mark2;1.45896;mark3
mark0;16582648;mark1;45.65081;mark2;0.14474;mark3
mark0;16584235;mark1;44.34204;mark2;1.01592;mark3
mark0;16584554;mark1;43.812;mark2;1.42;mark3
mark0;16584870;mark1;43.78698;mark2;1.34171;mark3
mark0;16590493;mark1;44.2305;mark2;1.85028;mark3
mark0;16591877;mark1;45.65243;mark2;0.14573;mark3
mark0;16592376;mark1;48.06884;mark2;-3.20475;mark3
mark0;16592932;mark1;48.06753;mark2;-3.20496;mark3
mark0;16593801;mark1;45.66063;mark2;0.17273;mark3
mark0;16594004;mark1;45.66171;mark2;0.17324;mark3
mark0;16596800;mark1;44.236;mark2;2.043;mark3
mark0;16611598;mark1;43.08;mark2;0.057;mark3
mark0;16613881;mark1;45.65809;mark2;0.14645;mark3
mark0;16613988;mark1;43.71106;mark2;1.15035;mark3
mark0;16631263;mark1;43.63902;mark2;1.39306;mark3
mark0;16642434;mark1;44.211;mark2;2.011;mark3
mark0;16644825;mark1;45.65243;mark2;0.14489;mark3
mark0;16645281;mark1;43.20772;mark2;0.07235;mark3
mark0;16647427;mark1;43.80736;mark2;1.41493;mark3
mark0;16655490;mark1;44.1368;mark2;2.1836;mark3
mark0;16661795;mark1;44.893;mark2;0.105;mark3
mark0;16667848;mark1;44.01746;mark2;1.35537;mark3
mark0;16669611;mark1;43.97172;mark2;1.4805;mark3
mark0;16672464;mark1;43.98698;mark2;1.64921;mark3
mark0;16673246;mark1;43.83215;mark2;0.78921;mark3
mark0;16674196;mark1;45.66125;mark2;0.14581;mark3
mark0;16675977;mark1;43.77496;mark2;0.92818;mark3
mark0;16679912;mark1;43.84163;mark2;1.75343;mark3
mark0;16680445;mark1;44.268;mark2;2.021;mark3
mark0;16685652;mark1;44.14806;mark2;2.10964;mark3
mark0;16690118;mark1;48.19312;mark2;-3.01125;mark3
mark0;16700943;mark1;45.66907;mark2;0.11935;mark3
mark0;16716348;mark1;43.88938;mark2;0.77308;mark3
mark0;16719183;mark1;43.52579;mark2;1.49692;mark3
mark0;16731334;mark1;44.4006;mark2;1.58596;mark3
mark0;16734956;mark1;44.39234;mark2;0.81893;mark3
mark0;16743808;mark1;43.6514;mark2;1.30023;mark3
mark0;16745006;mark1;44.47609;mark2;0.07982;mark3
mark0;16748369;mark1;44.27771;mark2;1.57106;mark3
mark0;16748594;mark1;44.25839;mark2;1.10278;mark3
mark0;16749119;mark1;49.35312;mark2;0.95289;mark3
mark0;16760071;mark1;43.83049;mark2;0.78819;mark3
mark0;16775688;mark1;44.46339;mark2;1.6677;mark3
mark0;16778579;mark1;44.52413;mark2;0.03466;mark3
mark0;16786591;mark1;44.27559;mark2;0.81733;mark3
mark0;16788630;mark1;45.64882;mark2;0.14544;mark3
mark0;16802022;mark1;44.667;mark2;1.375;mark3
mark0;16821307;mark1;44.80509;mark2;0.20814;mark3
mark0;16822658;mark1;44.863;mark2;0.201;mark3
mark0;16834764;mark1;44.364;mark2;0.937;mark3
mark0;16852988;mark1;43.79289;mark2;1.41353;mark3
mark0;16853134;mark1;44.51578;mark2;0.7614;mark3
mark0;16853943;mark1;43.88848;mark2;0.79011;mark3
mark0;16854626;mark1;43.88979;mark2;0.78893;mark3
mark0;16857559;mark1;43.88559;mark2;0.78991;mark3
mark0;16857690;mark1;43.88737;mark2;0.79024;mark3
mark0;16889761;mark1;44.90343;mark2;-0.51898;mark3
mark0;16891457;mark1;44.43487;mark2;1.45455;mark3
mark0;16902959;mark1;43.22241;mark2;0.07695;mark3
mark0;16905348;mark1;44.49298;mark2;0.19538;mark3
mark0;16907775;mark1;43.02867;mark2;0.15289;mark3
mark0;16922345;mark1;44.00661;mark2;1.28365;mark3
mark0;16923126;mark1;44.1545;mark2;1.86084;mark3
mark0;16925925;mark1;43.04082;mark2;0.17008;mark3
mark0;16942064;mark1;44.29888;mark2;0.90293;mark3
mark0;16943031;mark1;44.237;mark2;1.695;mark3
mark0;16943256;mark1;44.14048;mark2;0.85243;mark3
mark0;16943482;mark1;43.92329;mark2;1.37327;mark3
mark0;16954990;mark1;44.523;mark2;1.352;mark3
mark0;16954994;mark1;44.108;mark2;1.363;mark3
mark0;16973885;mark1;43.43196;mark2;1.44848;mark3
mark0;16980564;mark1;44.35548;mark2;1.01016;mark3
mark0;16988239;mark1;43.77081;mark2;1.27883;mark3
mark0;16990382;mark1;44.24424;mark2;1.06581;mark3
mark0;16991978;mark1;43.997;mark2;1.877;mark3
mark0;17001361;mark1;43.84263;mark2;1.51913;mark3
mark0;17005809;mark1;44.18965;mark2;1.92692;mark3
mark0;17008726;mark1;44.74216;mark2;1.19619;mark3
mark0;17018923;mark1;44.26788;mark2;1.57978;mark3
mark0;17035026;mark1;43.99886;mark2;0.7507;mark3
mark0;17035460;mark1;43.52133;mark2;1.40755;mark3
mark0;17036830;mark1;44.452;mark2;1.061;mark3
mark0;17037363;mark1;43.46604;mark2;1.45516;mark3
mark0;17042338;mark1;44.43435;mark2;1.00723;mark3
mark0;17044305;mark1;44.853;mark2;-0.045;mark3
mark0;17087937;mark1;44.06259;mark2;1.95341;mark3
mark0;17093416;mark1;44.89195;mark2;-0.4929;mark3
mark0;17094391;mark1;44.4;mark2;1.979;mark3
mark0;17104283;mark1;44.50945;mark2;0.23099;mark3
mark0;17118008;mark1;44.06395;mark2;1.95179;mark3
mark0;17129083;mark1;44.81921;mark2;0.0079;mark3
mark0;17129103;mark1;43.63111;mark2;1.45583;mark3
mark0;17150426;mark1;44.64181;mark2;1.3131;mark3
mark0;17151206;mark1;44.65262;mark2;1.16876;mark3
mark0;17167873;mark1;44.65114;mark2;1.16983;mark3
mark0;17167908;mark1;44.65265;mark2;1.16797;mark3
mark0;17184083;mark1;43.83991;mark2;1.54121;mark3
mark0;17195881;mark1;43.59727;mark2;1.50424;mark3
mark0;17217543;mark1;44.34648;mark2;2.34078;mark3
mark0;17227030;mark1;44.32714;mark2;0.08197;mark3
mark0;17229845;mark1;45.00178;mark2;-0.39584;mark3
mark0;17236524;mark1;43.95973;mark2;1.83124;mark3
mark0;17241340;mark1;44.25558;mark2;2.0044;mark3
mark0;17244685;mark1;43.9589;mark2;1.83172;mark3
mark0;17247395;mark1;49.3513;mark2;0.92978;mark3
mark0;17251496;mark1;43.29814;mark2;1.46905;mark3
mark0;17252452;mark1;44.1858;mark2;0.79683;mark3
mark0;17252792;mark1;44.626;mark2;1.169;mark3
mark0;17253509;mark1;44.43864;mark2;1.8756;mark3
mark0;17259713;mark1;43.90853;mark2;0.60918;mark3
mark0;17262023;mark1;44.46985;mark2;1.28503;mark3
mark0;17264519;mark1;44.1943;mark2;1.87281;mark3
mark0;17265398;mark1;44.19994;mark2;0.74699;mark3
mark0;17291751;mark1;44.49069;mark2;0.06421;mark3
mark0;17297421;mark1;43.781;mark2;1.408;mark3
mark0;17318270;mark1;44.917;mark2;-0.441;mark3
mark0;17322258;mark1;44.08956;mark2;0.63992;mark3
mark0;17322708;mark1;48.19639;mark2;-3.04741;mark3
mark0;17330103;mark1;44.37016;mark2;1.53529;mark3
mark0;17334799;mark1;43.62486;mark2;1.4386;mark3
mark0;17335941;mark1;44.01762;mark2;1.00128;mark3
mark0;17336149;mark1;44.36259;mark2;1.29523;mark3
mark0;17351794;mark1;44.364;mark2;0.937;mark3
mark0;17362202;mark1;44.041;mark2;0.674;mark3
mark0;17363673;mark1;44.0192;mark2;1.00023;mark3
mark0;17364611;mark1;44.01947;mark2;1.00019;mark3
mark0;17373023;mark1;44.64656;mark2;1.13992;mark3
mark0;17373800;mark1;43.96509;mark2;1.58457;mark3
mark0;17374362;mark1;43.91584;mark2;1.08378;mark3
mark0;17375705;mark1;43.22373;mark2;0.10145;mark3
mark0;17378376;mark1;44.01598;mark2;1.35694;mark3
mark0;17380171;mark1;45.7211;mark2;0.12232;mark3
mark0;17391503;mark1;44.40774;mark2;0.80723;mark3
mark0;17402244;mark1;43.06319;mark2;0.15275;mark3
mark0;17409960;mark1;44.50324;mark2;0.93138;mark3
mark0;17412941;mark1;43.7281;mark2;1.14114;mark3
mark0;17414077;mark1;44.09113;mark2;1.97008;mark3
mark0;17417305;mark1;44.42505;mark2;1.37838;mark3
mark0;17429155;mark1;44.138;mark2;2.286;mark3
mark0;17429677;mark1;44.29119;mark2;1.78885;mark3
mark0;17429701;mark1;48.32264;mark2;-2.95424;mark3
mark0;17432514;mark1;44.00687;mark2;2.05381;mark3
mark0;17445089;mark1;45.69;mark2;0.118;mark3
mark0;17455957;mark1;44.451;mark2;1.059;mark3
mark0;17458244;mark1;43.49267;mark2;1.40934;mark3
mark0;17468957;mark1;43.094;mark2;0.01;mark3
mark0;17476616;mark1;44.14212;mark2;0.82156;mark3
mark0;17487580;mark1;43.90854;mark2;0.60917;mark3
mark0;17487789;mark1;44.26131;mark2;2.01986;mark3
mark0;17502471;mark1;45.81447;mark2;0.04584;mark3
mark0;17518527;mark1;44.69037;mark2;1.19287;mark3
mark0;17520330;mark1;44.16209;mark2;1.09337;mark3
mark0;17520369;mark1;43.97772;mark2;1.78654;mark3
mark0;17523678;mark1;43.97696;mark2;1.78784;mark3
mark0;17527115;mark1;44.57876;mark2;1.17014;mark3
mark0;17527231;mark1;43.093;mark2;0.011;mark3
mark0;17535883;mark1;44.20515;mark2;1.35811;mark3
mark0;17537386;mark1;45.78366;mark2;0.0944;mark3
mark0;17540496;mark1;43.35932;mark2;1.27286;mark3
mark0;17541368;mark1;44.462;mark2;1.846;mark3
mark0;17552213;mark1;43.46476;mark2;1.54649;mark3
mark0;17553734;mark1;43.89515;mark2;1.90769;mark3
mark0;17564948;mark1;44.40723;mark2;1.49852;mark3
mark0;17565783;mark1;44.43958;mark2;1.09295;mark3
mark0;17567222;mark1;43.23049;mark2;0.13001;mark3
mark0;17567964;mark1;44.38042;mark2;0.82873;mark3
mark0;17567997;mark1;43.06299;mark2;0.14952;mark3
mark0;17570888;mark1;44.42353;mark2;1.0125;mark3
mark0;17571651;mark1;44.79462;mark2;-0.07883;mark3
mark0;17600673;mark1;44.40218;mark2;1.01924;mark3
mark0;17617335;mark1;44.50022;mark2;1.12327;mark3
mark0;17626688;mark1;44.13241;mark2;2.29546;mark3
mark0;17632175;mark1;43.60728;mark2;1.48147;mark3
mark0;17659027;mark1;44.68166;mark2;1.26434;mark3
mark0;17672841;mark1;44.15823;mark2;1.89475;mark3
mark0;17673036;mark1;44.20161;mark2;2.04934;mark3
mark0;17673796;mark1;44.02282;mark2;1.67352;mark3
mark0;17678316;mark1;44.584;mark2;1.264;mark3
mark0;17681713;mark1;44.584;mark2;1.264;mark3
mark0;17681874;mark1;44.596;mark2;1.076;mark3
mark0;17682578;mark1;44.584;mark2;1.264;mark3
mark0;17687608;mark1;43.45923;mark2;1.57258;mark3
mark0;17691745;mark1;44.11369;mark2;1.3892;mark3
mark0;17705593;mark1;44.742;mark2;1.196;mark3
mark0;17709325;mark1;44.25383;mark2;1.85713;mark3
mark0;17714144;mark1;44.32669;mark2;0.97948;mark3
mark0;17728467;mark1;44.38278;mark2;2.3471;mark3
mark0;17737735;mark1;44.155;mark2;0.741;mark3
mark0;17739176;mark1;43.62014;mark2;1.46661;mark3
mark0;17746517;mark1;44.37658;mark2;0.88671;mark3
mark0;17747790;mark1;47.41048;mark2;-0.32241;mark3
mark0;17749586;mark1;44.85825;mark2;0.13961;mark3
mark0;17755178;mark1;44.18319;mark2;1.41253;mark3
mark0;17760105;mark1;44.12727;mark2;2.36644;mark3
mark0;17764226;mark1;44.315;mark2;1.528;mark3
mark0;17772288;mark1;44.454;mark2;2.178;mark3
mark0;17773391;mark1;43.382;mark2;1.611;mark3
mark0;17775130;mark1;43.96944;mark2;1.21636;mark3
mark0;17777003;mark1;44.32787;mark2;1.41289;mark3
mark0;17784005;mark1;44.34049;mark2;2.21559;mark3
mark0;17785494;mark1;43.23066;mark2;0.08302;mark3
mark0;17802171;mark1;43.93448;mark2;0.61888;mark3
mark0;17802398;mark1;44.893;mark2;-0.463;mark3
mark0;17805152;mark1;44.37212;mark2;1.96989;mark3
mark0;17810251;mark1;43.99258;mark2;1.71043;mark3
mark0;17838630;mark1;48.02963;mark2;-3.09257;mark3
mark0;17842110;mark1;44.01177;mark2;1.35583;mark3
mark0;17843184;mark1;47.3409;mark2;-0.35502;mark3
mark0;17844755;mark1;44.213;mark2;0.89347;mark3
mark0;17845994;mark1;43.4577;mark2;1.57247;mark3
mark0;17846504;mark1;43.34301;mark2;1.48774;mark3
mark0;17851363;mark1;48.2844;mark2;-3.07207;mark3
mark0;17853654;mark1;44.06378;mark2;1.95046;mark3
mark0;17868732;mark1;43.35369;mark2;1.47708;mark3
mark0;17873775;mark1;44.43576;mark2;1.2488;mark3
mark0;17889434;mark1;43.62952;mark2;1.45428;mark3
mark0;17902151;mark1;44.97915;mark2;-0.35358;mark3
mark0;17902386;mark1;44.35151;mark2;2.03678;mark3
mark0;17911880;mark1;43.45857;mark2;1.57375;mark3
mark0;17912868;mark1;43.98065;mark2;1.38959;mark3
mark0;17913067;mark1;44.22729;mark2;1.10362;mark3
mark0;17916267;mark1;48.07392;mark2;-3.24964;mark3
mark0;17917158;mark1;44.35283;mark2;1.09565;mark3
mark0;17925188;mark1;44.30508;mark2;1.03676;mark3
mark0;17929694;mark1;44.68924;mark2;1.14405;mark3
mark0;17931968;mark1;44.04126;mark2;1.31857;mark3
mark0;17935978;mark1;43.66643;mark2;1.28675;mark3
mark0;17940425;mark1;44.2282;mark2;1.10253;mark3
mark0;17947190;mark1;44.22567;mark2;1.10192;mark3
mark0;17950375;mark1;43.97567;mark2;1.79028;mark3
mark0;17952699;mark1;48.08;mark2;-3.061;mark3
mark0;17970589;mark1;48.19;mark2;-3.052;mark3
mark0;17970864;mark1;45.81232;mark2;0.04585;mark3
mark0;17973082;mark1;44.0564;mark2;1.39671;mark3
mark0;17976150;mark1;43.199;mark2;0.032;mark3
mark0;17991365;mark1;43.632;mark2;1.376;mark3
mark0;17998345;mark1;43.459;mark2;1.325;mark3
mark0;18005296;mark1;48.01606;mark2;-2.97062;mark3
mark0;18005784;mark1;44.241;mark2;1.341;mark3
mark0;18012925;mark1;43.29202;mark2;1.56766;mark3
mark0;18013271;mark1;44.42901;mark2;2.14102;mark3
mark0;18032164;mark1;43.97702;mark2;1.78789;mark3
mark0;18049643;mark1;44.12043;mark2;1.21812;mark3
mark0;18052186;mark1;47.39841;mark2;-0.31395;mark3
mark0;18055468;mark1;44.25761;mark2;1.13871;mark3
mark0;18063278;mark1;44.1587;mark2;2.20387;mark3
mark0;18065230;mark1;44.39279;mark2;0.82316;mark3
mark0;18067942;mark1;43.29058;mark2;1.57031;mark3
mark0;18071262;mark1;44.30141;mark2;1.47681;mark3
mark0;18071597;mark1;43.863;mark2;1.878;mark3
mark0;18083500;mark1;43.34728;mark2;1.47241;mark3
mark0;18086560;mark1;44.02237;mark2;1.36726;mark3
mark0;18088063;mark1;44.39613;mark2;1.10736;mark3
mark0;18091678;mark1;44.10393;mark2;1.07963;mark3
mark0;18102828;mark1;43.7966;mark2;0.91577;mark3
mark0;18106966;mark1;44.48436;mark2;1.84164;mark3
mark0;18110389;mark1;44.196;mark2;0.92;mark3
mark0;18113978;mark1;44.20001;mark2;0.74674;mark3
mark0;18115471;mark1;43.86875;mark2;0.77594;mark3
mark0;18122921;mark1;44.39266;mark2;1.77207;mark3
mark0;18130893;mark1;44.10062;mark2;1.08842;mark3
mark0;18131363;mark1;44.10132;mark2;1.08656;mark3
mark0;18131954;mark1;44.10145;mark2;1.08676;mark3
mark0;18132106;mark1;44.19344;mark2;1.37256;mark3
mark0;18132145;mark1;44.10122;mark2;1.08828;mark3
mark0;18135056;mark1;44.20183;mark2;2.01014;mark3
mark0;18137697;mark1;44.48506;mark2;1.00906;mark3
mark0;18145249;mark1;44.2576;mark2;1.13675;mark3
mark0;18148287;mark1;43.93431;mark2;0.61626;mark3
mark0;18153782;mark1;44.53849;mark2;1.72296;mark3
mark0;18154031;mark1;43.59645;mark2;1.60631;mark3
mark0;18168756;mark1;44.39414;mark2;0.80823;mark3
mark0;18182965;mark1;44.32305;mark2;1.89379;mark3
mark0;18184706;mark1;44.10717;mark2;1.08503;mark3
mark0;18188923;mark1;44.14454;mark2;1.7491;mark3
mark0;18194900;mark1;44.888;mark2;-0.38;mark3
mark0;18200952;mark1;43.14073;mark2;-0.02595;mark3
mark0;18201486;mark1;43.65291;mark2;1.29977;mark3
mark0;18205276;mark1;43.45645;mark2;1.40242;mark3
mark0;18206441;mark1;44.0641;mark2;1.95011;mark3
mark0;18216872;mark1;44.64781;mark2;1.34753;mark3
mark0;18217499;mark1;43.86968;mark2;0.77592;mark3
mark0;18219479;mark1;44.06986;mark2;2.09528;mark3
mark0;18219741;mark1;43.90052;mark2;1.90176;mark3
mark0;18221362;mark1;44.31295;mark2;1.63528;mark3
